Source,Target,Weight,Type
Hurtado_epístolas,Valdés_A_dialogo_cosas_acaecidas_roma,14,undirected
Hurtado_epístolas,Valdés_A_dialogo_mercurio_carón,9,undirected
Hurtado_epístolas,Valdés_J_ dialogo_lengua,21,undirected
Hurtado_fábulas,Cervantes_Salazar_cronica_ nueva_españa,12,undirected
Hurtado_fábulas,Hurtado_ Guerra_Granada,7,undirected
Hurtado_fábulas,Hurtado_canciones,1,undirected
Hurtado_fábulas,Hurtado_elegías,38,undirected
Hurtado_fábulas,Hurtado_epístolas,15,undirected
Hurtado_fábulas,Hurtado_octavas,24,undirected
Hurtado_fábulas,Hurtado_poesías_satírico_burlescas,2,undirected
Hurtado_fábulas,Hurtado_sátiras,9,undirected
Hurtado_fábulas,Hurtado_sonetos,15,undirected
Hurtado_octavas,Hurtado_canciones,35,undirected
Hurtado_octavas,Hurtado_églogas,9,undirected
Hurtado_octavas,Hurtado_elegías,18,undirected
Hurtado_octavas,Hurtado_fábulas,24,undirected
Hurtado_octavas,Hurtado_poesías_satírico_burlescas,2,undirected
Hurtado_octavas,Hurtado_sátiras,5,undirected
Hurtado_octavas,Hurtado_sonetos,7,undirected
Hurtado_poesías_satírico_burlescas,Hurtado_ cartas,12,undirected
Hurtado_poesías_satírico_burlescas,Hurtado_églogas,1,undirected
Hurtado_poesías_satírico_burlescas,Hurtado_epístolas,21,undirected
Hurtado_poesías_satírico_burlescas,Hurtado_fábulas,2,undirected
Hurtado_poesías_satírico_burlescas,Hurtado_octavas,2,undirected
Hurtado_poesías_satírico_burlescas,Hurtado_poesías_varias,7,undirected
Hurtado_poesías_satírico_burlescas,Valdés_J_ dialogo_lengua,4,undirected
Hurtado_poesías_varias,Hurtado_ cartas,36,undirected
Hurtado_poesías_varias,Hurtado_canciones,5,undirected
Hurtado_poesías_varias,Hurtado_epístolas,28,undirected
Hurtado_poesías_varias,Hurtado_poesías_satírico_burlescas,7,undirected
Hurtado_poesías_varias,lazarillo_tormes,7,undirected
Hurtado_sátiras,Cervantes_Salazar_cronica_ nueva_españa,2,undirected
Hurtado_sátiras,Hurtado_canciones,21,undirected
Hurtado_sátiras,Hurtado_epístolas,4,undirected
Hurtado_sátiras,Hurtado_fábulas,9,undirected
Hurtado_sátiras,Hurtado_octavas,5,undirected
Hurtado_sátiras,Hurtado_sonetos,3,undirected
Hurtado_sonetos,Hurtado_ cartas,1,undirected
Hurtado_sonetos,Hurtado_canciones,27,undirected
Hurtado_sonetos,Hurtado_elegías,1,undirected
Hurtado_sonetos,Hurtado_epístolas,4,undirected
Hurtado_sonetos,Hurtado_fábulas,15,undirected
Hurtado_sonetos,Hurtado_octavas,7,undirected
Hurtado_sonetos,Hurtado_sátiras,3,undirected
lazarillo_tormes,Cervantes_Salazar_cronica_ nueva_españa,7,undirected
lazarillo_tormes,Hurtado_ cartas,14,undirected
lazarillo_tormes,Hurtado_epístolas,21,undirected
lazarillo_tormes,Hurtado_poesías_varias,7,undirected
lazarillo_tormes,Valdés_A_dialogo_mercurio_carón,12,undirected
Valdés_A_dialogo_cosas_acaecidas_roma,Cervantes_Salazar_cronica_ nueva_españa,4,undirected
Valdés_A_dialogo_cosas_acaecidas_roma,Hurtado_ cartas,2,undirected
Valdés_A_dialogo_cosas_acaecidas_roma,Hurtado_epístolas,14,undirected
Valdés_A_dialogo_cosas_acaecidas_roma,Valdés_A_dialogo_mercurio_carón,42,undirected
Valdés_A_dialogo_cosas_acaecidas_roma,Valdés_J_ dialogo_lengua,1,undirected
Valdés_A_dialogo_mercurio_carón,Hurtado_epístolas,9,undirected
Valdés_A_dialogo_mercurio_carón,lazarillo_tormes,12,undirected
Valdés_A_dialogo_mercurio_carón,Valdés_A_dialogo_cosas_acaecidas_roma,42,undirected
Valdés_J_ dialogo_lengua,Cervantes_Salazar_cronica_ nueva_españa,3,undirected
Valdés_J_ dialogo_lengua,Hurtado_ cartas,14,undirected
Valdés_J_ dialogo_lengua,Hurtado_epístolas,21,undirected
Valdés_J_ dialogo_lengua,Hurtado_poesías_satírico_burlescas,4,undirected
Valdés_J_ dialogo_lengua,Valdés_A_dialogo_cosas_acaecidas_roma,1,undirected
